,name,numberOfDims,cpuCompatability,frequency,EccCompatability,wattage(watts),ModelNumber,memory_type,dim_slot_type
6158,Corsair Vengeance LPX 8 GB,2,intel,16,False,3.06,6158,ddr4,DIMM
6159,Crucial Ballistix RGB 16 GB,2,intel,16,False,3.06,6159,ddr4,DIMM
6160,Team T-Force Delta RGB 16 GB,2,intel,16,False,3.06,6160,ddr4,DIMM
6161,Crucial Ballistix 64 GB,2,intel,16,False,6.14,6161,ddr5,DIMM
6162,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,3.06,6162,ddr4,DIMM
6163,Team T-Force Delta RGB 32 GB,2,intel,16,False,6.14,6163,ddr5,DIMM
6164,Corsair Dominator Platinum RGB 32 GB,4,amd,18,True,3.06,6164,ddr4,DIMM
6165,G.Skill Trident Z Neo 32 GB,2,intel,16,False,3.06,6165,ddr4,DIMM
6166,Kingston HyperX Fury 16 GB,2,intel,16,False,3.06,6166,ddr4,DIMM
6167,Patriot Signature 1 GB,2,intel,6,False,6.14,6167,ddr5,DIMM
6168,G.Skill Ripjaws V Series 8 GB,2,intel,16,False,6.14,6168,ddr5,DIMM
6169,Patriot Viper Steel 16 GB,2,intel,16,False,3.06,6169,ddr4,DIMM
6170,Patriot Signature Premium 8 GB,4,amd,19,True,6.14,6170,ddr5,DIMM
6171,G.Skill Aegis 4 GB,2,intel,15,False,6.14,6171,ddr5,DIMM
6172,Corsair Vengeance RGB Pro SL 32 GB,4,amd,18,True,6.14,6172,ddr5,DIMM
6173,Team T-Force Delta RGB 16 GB,4,amd,18,True,3.06,6173,ddr4,DIMM
6174,Corsair Vengeance RGB Pro 64 GB,4,amd,18,True,6.14,6174,ddr5,DIMM
6175,Crucial CT64G4LFQ424A 64 GB,4,amd,17,True,6.14,6175,ddr5,DIMM
6176,G.Skill Trident Z RGB 32 GB,4,amd,18,True,6.14,6176,ddr5,DIMM
6177,Crucial Ballistix 16 GB,2,intel,15,False,3.06,6177,ddr4,DIMM
6178,Corsair Vengeance LPX 32 GB,2,intel,16,False,6.14,6178,ddr5,DIMM
6179,G.Skill Trident Z RGB 32 GB,4,amd,19,True,3.06,6179,ddr4,DIMM
6180,Corsair Vengeance LPX 16 GB,2,intel,15,False,3.06,6180,ddr4,DIMM
6181,G.Skill Ripjaws V 64 GB,4,amd,18,True,6.14,6181,ddr5,DIMM
6182,Team Elite 8 GB,4,amd,22,True,3.06,6182,ddr4,DIMM
6183,Crucial Ballistix 16 GB,2,intel,16,False,3.06,6183,ddr4,DIMM
6184,Team T-FORCE VULCAN Z 32 GB,4,amd,18,True,6.14,6184,ddr5,DIMM
6185,Crucial Ballistix 32 GB,2,intel,16,False,6.14,6185,ddr5,DIMM
6186,G.Skill Trident Z Royal 256 GB,2,intel,16,False,6.14,6186,ddr5,DIMM
6187,G.Skill Trident Z RGB 16 GB,2,intel,16,False,3.06,6187,ddr4,DIMM
6188,Corsair Vengeance LPX 32 GB,2,intel,16,False,6.14,6188,ddr5,DIMM
6189,G.Skill Ripjaws Series 8 GB,2,intel,9,False,6.14,6189,ddr5,DIMM
6190,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,6.14,6190,ddr5,DIMM
6191,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,6191,ddr4,DIMM
6192,Patriot Viper Steel 8 GB,2,intel,16,False,6.14,6192,ddr5,DIMM
6193,Crucial Ballistix RGB 32 GB,2,intel,16,False,6.14,6193,ddr5,DIMM
6194,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,6194,ddr4,DIMM
6195,G.Skill Ripjaws V Series 16 GB,2,intel,16,False,3.06,6195,ddr4,DIMM
6196,Gigabyte AORUS RGB 16 GB,4,amd,18,True,3.06,6196,ddr4,DIMM
6197,Crucial Ballistix 16 GB,2,intel,16,False,3.06,6197,ddr4,DIMM
6198,Corsair Vengeance RGB Pro SL 16 GB,4,amd,18,True,3.06,6198,ddr4,DIMM
6199,G.Skill Trident Z Neo 32 GB,4,amd,18,True,6.14,6199,ddr5,DIMM
6200,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,6200,ddr4,DIMM
6201,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,6201,ddr4,DIMM
6202,Crucial Ballistix 16 GB,2,intel,16,False,3.06,6202,ddr4,DIMM
6203,G.Skill Trident Z RGB 16 GB,4,amd,18,True,3.06,6203,ddr4,DIMM
6204,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,6.14,6204,ddr5,DIMM
6205,Crucial Ballistix 16 GB,2,intel,16,False,3.06,6205,ddr4,DIMM
6206,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,6206,ddr4,DIMM
6207,G.Skill Ripjaws V Series 32 GB,2,intel,16,False,6.14,6207,ddr5,DIMM
6208,G.Skill Trident Z Neo 32 GB,2,intel,16,False,6.14,6208,ddr5,DIMM
6209,Team T-FORCE VULCAN Z 16 GB,2,intel,16,False,3.06,6209,ddr4,DIMM
6210,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,6.14,6210,ddr5,DIMM
6211,G.Skill Ripjaws V 16 GB,2,intel,16,False,3.06,6211,ddr4,DIMM
6212,Corsair Vengeance LPX 128 GB,4,amd,19,True,6.14,6212,ddr5,DIMM
6213,Corsair Vengeance LPX 16 GB,4,amd,18,True,3.06,6213,ddr4,DIMM
6214,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,6214,ddr4,DIMM
6215,Crucial Ballistix 32 GB,2,intel,16,False,6.14,6215,ddr5,DIMM
6216,G.Skill Aegis 16 GB,2,intel,16,False,3.06,6216,ddr4,DIMM
6217,Corsair Vengeance RGB Pro 16 GB,4,amd,18,True,3.06,6217,ddr4,DIMM
6218,Corsair Vengeance LPX 32 GB,4,amd,18,True,6.14,6218,ddr5,DIMM
6219,G.Skill Trident Z RGB 128 GB,4,amd,18,True,6.14,6219,ddr5,DIMM
6220,G.Skill Trident Z RGB 16 GB,2,intel,16,False,3.06,6220,ddr4,DIMM
6221,Kingston HyperX Fury 16 GB,2,intel,16,False,3.06,6221,ddr4,DIMM
6222,G.Skill Trident Z RGB 32 GB,2,intel,16,False,6.14,6222,ddr5,DIMM
6223,G.Skill Ripjaws V Series 16 GB,2,intel,16,False,3.06,6223,ddr4,DIMM
6224,G.Skill Aegis 8 GB,2,intel,16,False,3.06,6224,ddr4,DIMM
6225,G.Skill Trident Z Neo 16 GB,2,intel,16,False,3.06,6225,ddr4,DIMM
6226,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,6.14,6226,ddr5,DIMM
6227,Corsair Vengeance LPX 8 GB,2,intel,16,False,6.14,6227,ddr5,DIMM
6228,Crucial Ballistix 16 GB,2,intel,16,False,3.06,6228,ddr4,DIMM
6229,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,3.06,6229,ddr4,DIMM
6230,Crucial Ballistix RGB 16 GB,2,intel,16,False,3.06,6230,ddr4,DIMM
6231,Team T-Force Delta RGB 16 GB,2,intel,16,False,3.06,6231,ddr4,DIMM
6232,Crucial Ballistix 32 GB,2,intel,16,False,6.14,6232,ddr5,DIMM
6233,Corsair Vengeance RGB Pro 16 GB,4,amd,18,True,3.06,6233,ddr4,DIMM
6234,Crucial Ballistix 16 GB,2,intel,16,False,3.06,6234,ddr4,DIMM
6235,Kingston HyperX Fury 8 GB,2,intel,16,False,3.06,6235,ddr4,DIMM
6236,Corsair Vengeance RGB Pro 64 GB,2,intel,16,False,6.14,6236,ddr5,DIMM
6237,Corsair Vengeance LPX 16 GB,2,intel,15,False,3.06,6237,ddr4,DIMM
6238,ADATA XPG SPECTRIX D60G 16 GB,2,intel,16,False,3.06,6238,ddr4,DIMM
6239,G.Skill Trident Z Royal 32 GB,4,amd,19,True,6.14,6239,ddr5,DIMM
6240,OLOy MD4U083016BGDA 16 GB,2,intel,16,False,3.06,6240,ddr4,DIMM
6241,G.Skill Ripjaws V 16 GB,4,amd,18,True,3.06,6241,ddr4,DIMM
6242,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,3.06,6242,ddr4,DIMM
6243,OLOy MD4U083216BJDA 16 GB,2,intel,16,False,3.06,6243,ddr4,DIMM
6244,Team T-FORCE VULCAN Z 16 GB,2,intel,16,False,3.06,6244,ddr4,DIMM
6245,G.Skill Trident Z Neo 64 GB,2,intel,16,False,6.14,6245,ddr5,DIMM
6246,G.Skill Ripjaws V 32 GB,2,intel,16,False,6.14,6246,ddr5,DIMM
6247,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,3.06,6247,ddr4,DIMM
6248,Kingston HyperX Fury RGB 16 GB,2,intel,16,False,3.06,6248,ddr4,DIMM
6249,Silicon Power XPOWER Turbine 16 GB,2,intel,16,False,3.06,6249,ddr4,DIMM
6250,Crucial Ballistix MAX 16 GB,4,amd,19,True,3.06,6250,ddr4,DIMM
6251,G.Skill Trident Z RGB 64 GB,4,amd,18,True,6.14,6251,ddr5,DIMM
6252,G.Skill Trident Z RGB 32 GB,2,intel,16,False,6.14,6252,ddr5,DIMM
6253,Corsair Vengeance 16 GB,2,intel,9,False,3.06,6253,ddr4,DIMM
6254,Patriot Viper Steel 16 GB,4,amd,19,True,3.06,6254,ddr4,DIMM
6255,G.Skill Trident Z Royal 128 GB,4,amd,18,True,6.14,6255,ddr5,DIMM
6256,G.Skill Trident Z RGB 32 GB,2,intel,16,False,3.06,6256,ddr4,DIMM
6257,Silicon Power SP016GXLZU320BDAJ5 16 GB,2,intel,16,False,3.06,6257,ddr4,DIMM
6258,Corsair Vengeance LPX 8 GB,2,intel,16,False,3.06,6258,ddr4,DIMM
6259,Crucial Ballistix RGB 16 GB,2,intel,16,False,3.06,6259,ddr4,DIMM
6260,Team T-Force Delta RGB 16 GB,2,intel,16,False,3.06,6260,ddr4,DIMM
6261,Crucial Ballistix 64 GB,2,intel,16,False,6.14,6261,ddr5,DIMM
6262,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,3.06,6262,ddr4,DIMM
6263,Team T-Force Delta RGB 32 GB,2,intel,16,False,6.14,6263,ddr5,DIMM
6264,Corsair Dominator Platinum RGB 32 GB,4,amd,18,True,3.06,6264,ddr4,DIMM
6265,G.Skill Trident Z Neo 32 GB,2,intel,16,False,3.06,6265,ddr4,DIMM
6266,Kingston HyperX Fury 16 GB,2,intel,16,False,3.06,6266,ddr4,DIMM
6267,Patriot Signature 1 GB,2,intel,6,False,6.14,6267,ddr5,DIMM
6268,G.Skill Ripjaws V Series 8 GB,2,intel,16,False,6.14,6268,ddr5,DIMM
6269,Patriot Viper Steel 16 GB,2,intel,16,False,3.06,6269,ddr4,DIMM
6270,Patriot Signature Premium 8 GB,4,amd,19,True,6.14,6270,ddr5,DIMM
6271,G.Skill Aegis 4 GB,2,intel,15,False,6.14,6271,ddr5,DIMM
6272,Corsair Vengeance RGB Pro SL 32 GB,4,amd,18,True,6.14,6272,ddr5,DIMM
6273,Team T-Force Delta RGB 16 GB,4,amd,18,True,3.06,6273,ddr4,DIMM
6274,Corsair Vengeance RGB Pro 64 GB,4,amd,18,True,6.14,6274,ddr5,DIMM
6275,Crucial CT64G4LFQ424A 64 GB,4,amd,17,True,6.14,6275,ddr5,DIMM
6276,G.Skill Trident Z RGB 32 GB,4,amd,18,True,6.14,6276,ddr5,DIMM
6277,Crucial Ballistix 16 GB,2,intel,15,False,3.06,6277,ddr4,DIMM
6278,Corsair Vengeance LPX 32 GB,2,intel,16,False,6.14,6278,ddr5,DIMM
6279,G.Skill Trident Z RGB 32 GB,4,amd,19,True,3.06,6279,ddr4,DIMM
6280,Corsair Vengeance LPX 16 GB,2,intel,15,False,3.06,6280,ddr4,DIMM
6281,G.Skill Ripjaws V 64 GB,4,amd,18,True,6.14,6281,ddr5,DIMM
6282,Team Elite 8 GB,4,amd,22,True,3.06,6282,ddr4,DIMM
6283,Crucial Ballistix 16 GB,2,intel,16,False,3.06,6283,ddr4,DIMM
6284,Team T-FORCE VULCAN Z 32 GB,4,amd,18,True,6.14,6284,ddr5,DIMM
6285,Crucial Ballistix 32 GB,2,intel,16,False,6.14,6285,ddr5,DIMM
6286,G.Skill Trident Z Royal 256 GB,2,intel,16,False,6.14,6286,ddr5,DIMM
6287,G.Skill Trident Z RGB 16 GB,2,intel,16,False,3.06,6287,ddr4,DIMM
6288,Corsair Vengeance LPX 32 GB,2,intel,16,False,6.14,6288,ddr5,DIMM
6289,G.Skill Ripjaws Series 8 GB,2,intel,9,False,6.14,6289,ddr5,DIMM
6290,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,6.14,6290,ddr5,DIMM
6291,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,6291,ddr4,DIMM
6292,Patriot Viper Steel 8 GB,2,intel,16,False,6.14,6292,ddr5,DIMM
6293,Crucial Ballistix RGB 32 GB,2,intel,16,False,6.14,6293,ddr5,DIMM
6294,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,6294,ddr4,DIMM
6295,G.Skill Ripjaws V Series 16 GB,2,intel,16,False,3.06,6295,ddr4,DIMM
6296,Gigabyte AORUS RGB 16 GB,4,amd,18,True,3.06,6296,ddr4,DIMM
6297,Crucial Ballistix 16 GB,2,intel,16,False,3.06,6297,ddr4,DIMM
6298,Corsair Vengeance RGB Pro SL 16 GB,4,amd,18,True,3.06,6298,ddr4,DIMM
6299,G.Skill Trident Z Neo 32 GB,4,amd,18,True,6.14,6299,ddr5,DIMM
6300,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,6300,ddr4,DIMM
6301,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,6301,ddr4,DIMM
6302,Crucial Ballistix 16 GB,2,intel,16,False,3.06,6302,ddr4,DIMM
6303,G.Skill Trident Z RGB 16 GB,4,amd,18,True,3.06,6303,ddr4,DIMM
6304,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,6.14,6304,ddr5,DIMM
6305,Crucial Ballistix 16 GB,2,intel,16,False,3.06,6305,ddr4,DIMM
6306,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,6306,ddr4,DIMM
6307,G.Skill Ripjaws V Series 32 GB,2,intel,16,False,6.14,6307,ddr5,DIMM
6308,G.Skill Trident Z Neo 32 GB,2,intel,16,False,6.14,6308,ddr5,DIMM
6309,Team T-FORCE VULCAN Z 16 GB,2,intel,16,False,3.06,6309,ddr4,DIMM
6310,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,6.14,6310,ddr5,DIMM
6311,G.Skill Ripjaws V 16 GB,2,intel,16,False,3.06,6311,ddr4,DIMM
6312,Corsair Vengeance LPX 128 GB,4,amd,19,True,6.14,6312,ddr5,DIMM
6313,Corsair Vengeance LPX 16 GB,4,amd,18,True,3.06,6313,ddr4,DIMM
6314,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,6314,ddr4,DIMM
6315,Crucial Ballistix 32 GB,2,intel,16,False,6.14,6315,ddr5,DIMM
6316,G.Skill Aegis 16 GB,2,intel,16,False,3.06,6316,ddr4,DIMM
6317,Corsair Vengeance RGB Pro 16 GB,4,amd,18,True,3.06,6317,ddr4,DIMM
6318,Corsair Vengeance LPX 32 GB,4,amd,18,True,6.14,6318,ddr5,DIMM
6319,G.Skill Trident Z RGB 128 GB,4,amd,18,True,6.14,6319,ddr5,DIMM
6320,G.Skill Trident Z RGB 16 GB,2,intel,16,False,3.06,6320,ddr4,DIMM
6321,Kingston HyperX Fury 16 GB,2,intel,16,False,3.06,6321,ddr4,DIMM
6322,G.Skill Trident Z RGB 32 GB,2,intel,16,False,6.14,6322,ddr5,DIMM
6323,G.Skill Ripjaws V Series 16 GB,2,intel,16,False,3.06,6323,ddr4,DIMM
6324,G.Skill Aegis 8 GB,2,intel,16,False,3.06,6324,ddr4,DIMM
6325,G.Skill Trident Z Neo 16 GB,2,intel,16,False,3.06,6325,ddr4,DIMM
6326,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,6.14,6326,ddr5,DIMM
6327,Corsair Vengeance LPX 8 GB,2,intel,16,False,6.14,6327,ddr5,DIMM
6328,Crucial Ballistix 16 GB,2,intel,16,False,3.06,6328,ddr4,DIMM
6329,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,3.06,6329,ddr4,DIMM
6330,Crucial Ballistix RGB 16 GB,2,intel,16,False,3.06,6330,ddr4,DIMM
6331,Team T-Force Delta RGB 16 GB,2,intel,16,False,3.06,6331,ddr4,DIMM
6332,Crucial Ballistix 32 GB,2,intel,16,False,6.14,6332,ddr5,DIMM
6333,Corsair Vengeance RGB Pro 16 GB,4,amd,18,True,3.06,6333,ddr4,DIMM
6334,Crucial Ballistix 16 GB,2,intel,16,False,3.06,6334,ddr4,DIMM
6335,Kingston HyperX Fury 8 GB,2,intel,16,False,3.06,6335,ddr4,DIMM
6336,Corsair Vengeance RGB Pro 64 GB,2,intel,16,False,6.14,6336,ddr5,DIMM
6337,Corsair Vengeance LPX 16 GB,2,intel,15,False,3.06,6337,ddr4,DIMM
6338,ADATA XPG SPECTRIX D60G 16 GB,2,intel,16,False,3.06,6338,ddr4,DIMM
6339,G.Skill Trident Z Royal 32 GB,4,amd,19,True,6.14,6339,ddr5,DIMM
6340,OLOy MD4U083016BGDA 16 GB,2,intel,16,False,3.06,6340,ddr4,DIMM
6341,G.Skill Ripjaws V 16 GB,4,amd,18,True,3.06,6341,ddr4,DIMM
6342,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,3.06,6342,ddr4,DIMM
6343,OLOy MD4U083216BJDA 16 GB,2,intel,16,False,3.06,6343,ddr4,DIMM
6344,Team T-FORCE VULCAN Z 16 GB,2,intel,16,False,3.06,6344,ddr4,DIMM
6345,G.Skill Trident Z Neo 64 GB,2,intel,16,False,6.14,6345,ddr5,DIMM
6346,G.Skill Ripjaws V 32 GB,2,intel,16,False,6.14,6346,ddr5,DIMM
6347,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,3.06,6347,ddr4,DIMM
6348,Kingston HyperX Fury RGB 16 GB,2,intel,16,False,3.06,6348,ddr4,DIMM
6349,Silicon Power XPOWER Turbine 16 GB,2,intel,16,False,3.06,6349,ddr4,DIMM
6350,Crucial Ballistix MAX 16 GB,4,amd,19,True,3.06,6350,ddr4,DIMM
6351,G.Skill Trident Z RGB 64 GB,4,amd,18,True,6.14,6351,ddr5,DIMM
6352,G.Skill Trident Z RGB 32 GB,2,intel,16,False,6.14,6352,ddr5,DIMM
6353,Corsair Vengeance 16 GB,2,intel,9,False,3.06,6353,ddr4,DIMM
6354,Patriot Viper Steel 16 GB,4,amd,19,True,3.06,6354,ddr4,DIMM
6355,G.Skill Trident Z Royal 128 GB,4,amd,18,True,6.14,6355,ddr5,DIMM
6356,G.Skill Trident Z RGB 32 GB,2,intel,16,False,3.06,6356,ddr4,DIMM
6357,Silicon Power SP016GXLZU320BDAJ5 16 GB,2,intel,16,False,3.06,6357,ddr4,DIMM
6358,Corsair Vengeance LPX 8 GB,2,intel,16,False,3.06,6358,ddr4,DIMM
6359,Crucial Ballistix RGB 16 GB,2,intel,16,False,3.06,6359,ddr4,DIMM
6360,Team T-Force Delta RGB 16 GB,2,intel,16,False,3.06,6360,ddr4,DIMM
6361,Crucial Ballistix 64 GB,2,intel,16,False,6.14,6361,ddr5,DIMM
6362,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,3.06,6362,ddr4,DIMM
6363,Team T-Force Delta RGB 32 GB,2,intel,16,False,6.14,6363,ddr5,DIMM
6364,Corsair Dominator Platinum RGB 32 GB,4,amd,18,True,3.06,6364,ddr4,DIMM
6365,G.Skill Trident Z Neo 32 GB,2,intel,16,False,3.06,6365,ddr4,DIMM
6366,Kingston HyperX Fury 16 GB,2,intel,16,False,3.06,6366,ddr4,DIMM
6367,Patriot Signature 1 GB,2,intel,6,False,6.14,6367,ddr5,DIMM
6368,G.Skill Ripjaws V Series 8 GB,2,intel,16,False,6.14,6368,ddr5,DIMM
6369,Patriot Viper Steel 16 GB,2,intel,16,False,3.06,6369,ddr4,DIMM
6370,Patriot Signature Premium 8 GB,4,amd,19,True,6.14,6370,ddr5,DIMM
6371,G.Skill Aegis 4 GB,2,intel,15,False,6.14,6371,ddr5,DIMM
6372,Corsair Vengeance RGB Pro SL 32 GB,4,amd,18,True,6.14,6372,ddr5,DIMM
6373,Team T-Force Delta RGB 16 GB,4,amd,18,True,3.06,6373,ddr4,DIMM
6374,Corsair Vengeance RGB Pro 64 GB,4,amd,18,True,6.14,6374,ddr5,DIMM
6375,Crucial CT64G4LFQ424A 64 GB,4,amd,17,True,6.14,6375,ddr5,DIMM
6376,G.Skill Trident Z RGB 32 GB,4,amd,18,True,6.14,6376,ddr5,DIMM
6377,Crucial Ballistix 16 GB,2,intel,15,False,3.06,6377,ddr4,DIMM
6378,Corsair Vengeance LPX 32 GB,2,intel,16,False,6.14,6378,ddr5,DIMM
6379,G.Skill Trident Z RGB 32 GB,4,amd,19,True,3.06,6379,ddr4,DIMM
6380,Corsair Vengeance LPX 16 GB,2,intel,15,False,3.06,6380,ddr4,DIMM
6381,G.Skill Ripjaws V 64 GB,4,amd,18,True,6.14,6381,ddr5,DIMM
6382,Team Elite 8 GB,4,amd,22,True,3.06,6382,ddr4,DIMM
6383,Crucial Ballistix 16 GB,2,intel,16,False,3.06,6383,ddr4,DIMM
6384,Team T-FORCE VULCAN Z 32 GB,4,amd,18,True,6.14,6384,ddr5,DIMM
6385,Crucial Ballistix 32 GB,2,intel,16,False,6.14,6385,ddr5,DIMM
6386,G.Skill Trident Z Royal 256 GB,2,intel,16,False,6.14,6386,ddr5,DIMM
6387,G.Skill Trident Z RGB 16 GB,2,intel,16,False,3.06,6387,ddr4,DIMM
6388,Corsair Vengeance LPX 32 GB,2,intel,16,False,6.14,6388,ddr5,DIMM
6389,G.Skill Ripjaws Series 8 GB,2,intel,9,False,6.14,6389,ddr5,DIMM
6390,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,6.14,6390,ddr5,DIMM
6391,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,6391,ddr4,DIMM
6392,Patriot Viper Steel 8 GB,2,intel,16,False,6.14,6392,ddr5,DIMM
6393,Crucial Ballistix RGB 32 GB,2,intel,16,False,6.14,6393,ddr5,DIMM
6394,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,6394,ddr4,DIMM
6395,G.Skill Ripjaws V Series 16 GB,2,intel,16,False,3.06,6395,ddr4,DIMM
6396,Gigabyte AORUS RGB 16 GB,4,amd,18,True,3.06,6396,ddr4,DIMM
6397,Crucial Ballistix 16 GB,2,intel,16,False,3.06,6397,ddr4,DIMM
6398,Corsair Vengeance RGB Pro SL 16 GB,4,amd,18,True,3.06,6398,ddr4,DIMM
6399,G.Skill Trident Z Neo 32 GB,4,amd,18,True,6.14,6399,ddr5,DIMM
6400,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,6400,ddr4,DIMM
6401,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,6401,ddr4,DIMM
6402,Crucial Ballistix 16 GB,2,intel,16,False,3.06,6402,ddr4,DIMM
6403,G.Skill Trident Z RGB 16 GB,4,amd,18,True,3.06,6403,ddr4,DIMM
6404,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,6.14,6404,ddr5,DIMM
6405,Crucial Ballistix 16 GB,2,intel,16,False,3.06,6405,ddr4,DIMM
6406,Corsair Vengeance RGB Pro 16 GB,2,intel,16,False,3.06,6406,ddr4,DIMM
6407,G.Skill Ripjaws V Series 32 GB,2,intel,16,False,6.14,6407,ddr5,DIMM
6408,G.Skill Trident Z Neo 32 GB,2,intel,16,False,6.14,6408,ddr5,DIMM
6409,Team T-FORCE VULCAN Z 16 GB,2,intel,16,False,3.06,6409,ddr4,DIMM
6410,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,6.14,6410,ddr5,DIMM
6411,G.Skill Ripjaws V 16 GB,2,intel,16,False,3.06,6411,ddr4,DIMM
6412,Corsair Vengeance LPX 128 GB,4,amd,19,True,6.14,6412,ddr5,DIMM
6413,Corsair Vengeance LPX 16 GB,4,amd,18,True,3.06,6413,ddr4,DIMM
6414,Corsair Vengeance LPX 16 GB,2,intel,16,False,3.06,6414,ddr4,DIMM
6415,Crucial Ballistix 32 GB,2,intel,16,False,6.14,6415,ddr5,DIMM
6416,G.Skill Aegis 16 GB,2,intel,16,False,3.06,6416,ddr4,DIMM
6417,Corsair Vengeance RGB Pro 16 GB,4,amd,18,True,3.06,6417,ddr4,DIMM
6418,Corsair Vengeance LPX 32 GB,4,amd,18,True,6.14,6418,ddr5,DIMM
6419,G.Skill Trident Z RGB 128 GB,4,amd,18,True,6.14,6419,ddr5,DIMM
6420,G.Skill Trident Z RGB 16 GB,2,intel,16,False,3.06,6420,ddr4,DIMM
6421,Kingston HyperX Fury 16 GB,2,intel,16,False,3.06,6421,ddr4,DIMM
6422,G.Skill Trident Z RGB 32 GB,2,intel,16,False,6.14,6422,ddr5,DIMM
6423,G.Skill Ripjaws V Series 16 GB,2,intel,16,False,3.06,6423,ddr4,DIMM
6424,G.Skill Aegis 8 GB,2,intel,16,False,3.06,6424,ddr4,DIMM
6425,G.Skill Trident Z Neo 16 GB,2,intel,16,False,3.06,6425,ddr4,DIMM
6426,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,6.14,6426,ddr5,DIMM
6427,Corsair Vengeance LPX 8 GB,2,intel,16,False,6.14,6427,ddr5,DIMM
6428,Crucial Ballistix 16 GB,2,intel,16,False,3.06,6428,ddr4,DIMM
6429,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,3.06,6429,ddr4,DIMM
6430,Crucial Ballistix RGB 16 GB,2,intel,16,False,3.06,6430,ddr4,DIMM
6431,Team T-Force Delta RGB 16 GB,2,intel,16,False,3.06,6431,ddr4,DIMM
6432,Crucial Ballistix 32 GB,2,intel,16,False,6.14,6432,ddr5,DIMM
6433,Corsair Vengeance RGB Pro 16 GB,4,amd,18,True,3.06,6433,ddr4,DIMM
6434,Crucial Ballistix 16 GB,2,intel,16,False,3.06,6434,ddr4,DIMM
6435,Kingston HyperX Fury 8 GB,2,intel,16,False,3.06,6435,ddr4,DIMM
6436,Corsair Vengeance RGB Pro 64 GB,2,intel,16,False,6.14,6436,ddr5,DIMM
6437,Corsair Vengeance LPX 16 GB,2,intel,15,False,3.06,6437,ddr4,DIMM
6438,ADATA XPG SPECTRIX D60G 16 GB,2,intel,16,False,3.06,6438,ddr4,DIMM
6439,G.Skill Trident Z Royal 32 GB,4,amd,19,True,6.14,6439,ddr5,DIMM
6440,OLOy MD4U083016BGDA 16 GB,2,intel,16,False,3.06,6440,ddr4,DIMM
6441,G.Skill Ripjaws V 16 GB,4,amd,18,True,3.06,6441,ddr4,DIMM
6442,Corsair Vengeance RGB Pro 32 GB,2,intel,16,False,3.06,6442,ddr4,DIMM
6443,OLOy MD4U083216BJDA 16 GB,2,intel,16,False,3.06,6443,ddr4,DIMM
6444,Team T-FORCE VULCAN Z 16 GB,2,intel,16,False,3.06,6444,ddr4,DIMM
6445,G.Skill Trident Z Neo 64 GB,2,intel,16,False,6.14,6445,ddr5,DIMM
6446,G.Skill Ripjaws V 32 GB,2,intel,16,False,6.14,6446,ddr5,DIMM
6447,Corsair Vengeance RGB Pro 32 GB,4,amd,18,True,3.06,6447,ddr4,DIMM
6448,Kingston HyperX Fury RGB 16 GB,2,intel,16,False,3.06,6448,ddr4,DIMM
6449,Silicon Power XPOWER Turbine 16 GB,2,intel,16,False,3.06,6449,ddr4,DIMM
6450,Crucial Ballistix MAX 16 GB,4,amd,19,True,3.06,6450,ddr4,DIMM
